book_id,goodreads_book_id,title,authors,average_rating,ratings_count_all_editions,text_reviews_count,image_url,small_image_url,popularity,avg_rating,p_rating_1,p_rating_2,p_rating_3,p_rating_4,p_rating_5
664,251688,Breakfast at Tiffany's,Truman Capote,3.89,158526,7331,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353s/251688.jpg,158526,3.89,0.0123197455,0.052691672,0.25242546,0.39385968,0.28870344
665,6690798,The Passage,Justin Cronin,4.04,145772,16506,https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267s/6690798.jpg,145772,4.04,0.024161018,0.05396784,0.16780314,0.3686236,0.3854444
666,2744,Anansi Boys,Neil Gaiman,4.0,153465,7758,https://images.gr-assets.com/books/1479778049m/2744.jpg,https://images.gr-assets.com/books/1479778049s/2744.jpg,153465,4.0,0.007943179,0.03695305,0.20978725,0.43432054,0.310996
667,5664985,Along for the Ride,Sarah Dessen,4.08,156330,6238,https://images.gr-assets.com/books/1479692098m/5664985.jpg,https://images.gr-assets.com/books/1479692098s/5664985.jpg,156330,4.08,0.016554724,0.045244034,0.19391032,0.33372355,0.4105674
668,18693763,Everything I Never Told You,Celeste Ng,3.78,134550,15177,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198s/18693763.jpg,134550,3.78,0.01748049,0.060274992,0.2715942,0.43001115,0.22063917
669,9328,La casa de los espíritus,"Isabel Allende, Magda Bogin",4.2,140339,5244,https://images.gr-assets.com/books/1358615501m/9328.jpg,https://images.gr-assets.com/books/1358615501s/9328.jpg,140339,4.2,0.009833332,0.032107968,0.15231688,0.3621374,0.4436044
670,11573,The Dead Zone,Stephen King,3.9,139386,2294,https://images.gr-assets.com/books/1283509622m/11573.jpg,https://images.gr-assets.com/books/1283509622s/11573.jpg,139386,3.9,0.009835995,0.05139684,0.26612428,0.37551117,0.29713172
671,16343,The Mysterious Affair at Styles,"Agatha Christie, Ροζίτα Σώκου",3.98,148617,3826,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,148617,3.98,0.021074304,0.037014607,0.2238573,0.37567034,0.34238344
672,16304,Murder in the Calais Coach,Agatha Christie,4.16,173662,8713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,173662,4.16,0.0040653683,0.023188723,0.17515057,0.40783244,0.38976288
673,15796700,Americanah,Chimamanda Ngozi Adichie,4.26,135108,13831,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499s/15796700.jpg,135108,4.26,0.013056221,0.026378896,0.11971164,0.37075526,0.470098
674,7494,Suzanne's Diary for Nicholas,James Patterson,4.16,124164,4255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,124164,4.16,0.016961439,0.04320093,0.16917142,0.30776232,0.4629039
675,233667,Firestarter,Stephen King,3.85,148131,1859,https://images.gr-assets.com/books/1394208032m/233667.jpg,https://images.gr-assets.com/books/1394208032s/233667.jpg,148131,3.85,0.010726992,0.061364602,0.28806934,0.34822556,0.2916135
676,15731779,Entwined with You,Sylvia Day,4.19,157731,9728,https://images.gr-assets.com/books/1362526983m/15731779.jpg,https://images.gr-assets.com/books/1362526983s/15731779.jpg,157731,4.19,0.01442329,0.04401164,0.16211145,0.30010587,0.47934774
677,6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,4.27,121428,11605,https://images.gr-assets.com/books/1320531983m/6289283.jpg,https://images.gr-assets.com/books/1320531983s/6289283.jpg,121428,4.27,0.012484765,0.02620483,0.12375235,0.35086635,0.4866917
678,18293427,The Storied Life of A.J. Fikry,Gabrielle Zevin,3.98,145313,20980,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137s/18293427.jpg,145313,3.98,0.018477356,0.040216636,0.19709179,0.43481314,0.3094011
679,475339,Mad About Madeline,Ludwig Bemelmans,4.22,158318,1407,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,158318,4.22,0.014913023,0.03605402,0.16949432,0.27625412,0.5032845
680,1005,Think and Grow Rich,Napoleon Hill,4.17,117444,3272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,117444,4.17,0.02353462,0.046566874,0.15673853,0.28380334,0.48935664
681,8337,Little House In The Big Woods,"Laura Ingalls Wilder, Garth Williams",4.16,177991,4096,https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg,177991,4.16,0.01557944,0.033439893,0.17503694,0.32538724,0.4505565
682,14201,Jonathan Strange & Mr Norrell,Susanna Clarke,3.8,154688,11516,https://images.gr-assets.com/books/1357027589m/14201.jpg,https://images.gr-assets.com/books/1357027589s/14201.jpg,154688,3.8,0.05227296,0.0907892,0.20022239,0.3148014,0.34191406
683,3463,A Bend in the Road,Nicholas Sparks,4.02,123173,3392,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,123173,4.02,0.011788297,0.045951627,0.22252442,0.34838805,0.3713476
684,12127810,The House of Hades,Rick Riordan,4.54,175407,11843,https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430s/12127810.jpg,175407,4.54,0.0039793164,0.010923168,0.07410765,0.25940242,0.6515874
685,2536134,Gone,Michael  Grant,3.85,153953,9445,https://images.gr-assets.com/books/1357796831m/2536134.jpg,https://images.gr-assets.com/books/1357796831s/2536134.jpg,153953,3.85,0.041753,0.08138198,0.21286367,0.3085812,0.35542017
686,3466,The Wedding,Nicholas Sparks,3.98,124358,5443,https://images.gr-assets.com/books/1385738787m/3466.jpg,https://images.gr-assets.com/books/1385738787s/3466.jpg,124358,3.98,0.016902814,0.061009344,0.22671641,0.31611958,0.37925184
687,1067,1776,David McCullough,4.06,135378,5963,https://images.gr-assets.com/books/1306787560m/1067.jpg,https://images.gr-assets.com/books/1306787560s/1067.jpg,135378,4.06,0.023305116,0.04039061,0.1715936,0.38175333,0.38295734
688,10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,3.98,123697,8947,https://images.gr-assets.com/books/1356441391m/10847.jpg,https://images.gr-assets.com/books/1356441391s/10847.jpg,123697,3.98,0.015829,0.042515177,0.20292327,0.42078626,0.31794629
689,11447921,Beautiful Ruins,Jess Walter,3.67,128321,13738,https://images.gr-assets.com/books/1338161553m/11447921.jpg,https://images.gr-assets.com/books/1338161553s/11447921.jpg,128321,3.67,0.022357993,0.0809922,0.29701295,0.39871883,0.200918
690,9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.69,114115,4511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,114115,3.69,0.06180607,0.068422206,0.2510187,0.35207465,0.26667836
691,10569,On Writing: A Memoir of the Craft,Stephen King,4.31,151918,11807,https://images.gr-assets.com/books/1436735207m/10569.jpg,https://images.gr-assets.com/books/1436735207s/10569.jpg,151918,4.31,0.00895878,0.023018997,0.12415908,0.3388012,0.5050619
692,1472878,Firefly Lane,Kristin Hannah,4.04,131124,11137,https://images.gr-assets.com/books/1362435448m/1472878.jpg,https://images.gr-assets.com/books/1362435448s/1472878.jpg,131124,4.04,0.015817089,0.049174827,0.19560874,0.35731062,0.38208872
693,455373,Sphere,Michael Crichton,3.77,135005,2313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,135005,3.77,0.013710603,0.07205659,0.29691494,0.36674938,0.2505685
694,2120652,Love the One You're With,Emily Giffin,3.7,129614,4743,https://images.gr-assets.com/books/1361466590m/2120652.jpg,https://images.gr-assets.com/books/1361466590s/2120652.jpg,129614,3.7,0.025375346,0.08405728,0.30129462,0.34314194,0.24613082
695,18214414,The Silkworm,"Robert Galbraith, J.K. Rowling",4.03,145146,13549,https://images.gr-assets.com/books/1392577290m/18214414.jpg,https://images.gr-assets.com/books/1392577290s/18214414.jpg,145146,4.03,0.009163188,0.03004561,0.18691525,0.4662891,0.30758685
696,43814,The Vampire Lestat,Anne Rice,4.05,150967,3097,https://images.gr-assets.com/books/1347515742m/43814.jpg,https://images.gr-assets.com/books/1347515742s/43814.jpg,150967,4.05,0.010141289,0.04504958,0.2053164,0.36018467,0.37930807
697,9118135,State of Wonder,Ann Patchett,3.85,135740,14781,https://images.gr-assets.com/books/1454428541m/9118135.jpg,https://images.gr-assets.com/books/1454428541s/9118135.jpg,135740,3.85,0.016524237,0.060254898,0.23987034,0.42076764,0.26258287
698,13539044,The Silver Linings Playbook,Matthew Quick,4.0,129408,11059,https://images.gr-assets.com/books/1358277412m/13539044.jpg,https://images.gr-assets.com/books/1358277412s/13539044.jpg,129408,4.0,0.011537154,0.0424626,0.20000309,0.421875,0.32412216
699,33507,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",3.86,148698,4608,https://images.gr-assets.com/books/1494979127m/33507.jpg,https://images.gr-assets.com/books/1494979127s/33507.jpg,148698,3.86,0.015689518,0.060014255,0.26104587,0.3712962,0.29195416
700,16181,The Constant Princess,Philippa Gregory,3.88,130800,4166,https://images.gr-assets.com/books/1355932704m/16181.jpg,https://images.gr-assets.com/books/1355932704s/16181.jpg,130800,3.88,0.018776758,0.052415904,0.25269112,0.38149083,0.29462537
701,14942,Mrs Dalloway,"Virginia Woolf, Maureen Howard",3.78,158347,6360,https://images.gr-assets.com/books/1479336522m/14942.jpg,https://images.gr-assets.com/books/1479336522s/14942.jpg,158347,3.78,0.03949554,0.08701775,0.23560914,0.33172715,0.3061504
702,13486632,Hundraåringen som klev ut genom fönstret och försvann,"Jonas Jonasson, Rod Bradbury",3.81,137865,16350,https://images.gr-assets.com/books/1334848488m/13486632.jpg,https://images.gr-assets.com/books/1334848488s/13486632.jpg,137865,3.81,0.029710224,0.080470026,0.23057339,0.36709824,0.2921481
703,10589,Bag of Bones,Stephen King,3.87,137867,3087,https://images.gr-assets.com/books/1365592796m/10589.jpg,https://images.gr-assets.com/books/1365592796s/10589.jpg,137867,3.87,0.017241254,0.067673914,0.25886542,0.33884832,0.3173711
704,4687,The Cider House Rules,John Irving,4.1,134263,3170,https://images.gr-assets.com/books/1327962519m/4687.jpg,https://images.gr-assets.com/books/1327962519s/4687.jpg,134263,4.1,0.009310085,0.03222779,0.17628834,0.41189307,0.3702807
705,10605,Thinner,"Richard Bachman, Stephen King",3.66,136473,1641,https://images.gr-assets.com/books/1346947063m/10605.jpg,https://images.gr-assets.com/books/1346947063s/10605.jpg,136473,3.66,0.020590153,0.09736724,0.32816747,0.30494678,0.24892835
706,54479,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss",3.9,141132,4341,https://images.gr-assets.com/books/1308815551m/54479.jpg,https://images.gr-assets.com/books/1308815551s/54479.jpg,141132,3.9,0.009019924,0.047423687,0.2614361,0.3939787,0.2881416
707,53496,Walk Two Moons,Sharon Creech,3.95,132970,5530,https://images.gr-assets.com/books/1389035862m/53496.jpg,https://images.gr-assets.com/books/1389035862s/53496.jpg,132970,3.95,0.024449123,0.063179664,0.22056103,0.32383245,0.36797774
708,1430,Onze minutos,"Paulo Coelho, Margaret Jull Costa",3.69,116141,5444,https://images.gr-assets.com/books/1358266987m/1430.jpg,https://images.gr-assets.com/books/1358266987s/1430.jpg,116141,3.69,0.038263835,0.09734719,0.2686562,0.33138168,0.2643511
709,4009,Nine Stories,J.D. Salinger,4.19,117297,3423,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,117297,4.19,0.01207192,0.030614594,0.1586997,0.35362372,0.44499007
710,13747,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,3.67,129563,7434,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,129563,3.67,0.033998903,0.09109854,0.28819957,0.34586263,0.24084036
711,764347,Unwind,Neal Shusterman,4.18,152643,15376,https://images.gr-assets.com/books/1297677706m/764347.jpg,https://images.gr-assets.com/books/1297677706s/764347.jpg,152643,4.18,0.019863341,0.039150175,0.14453332,0.32943535,0.4670178
712,10988,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.34,145728,5743,https://images.gr-assets.com/books/1500688941m/10988.jpg,https://images.gr-assets.com/books/1500688941s/10988.jpg,145728,4.34,0.004007466,0.018383564,0.12714784,0.3345685,0.5158926
713,13414446,Prodigy,Marie Lu,4.29,160193,12663,https://images.gr-assets.com/books/1336254717m/13414446.jpg,https://images.gr-assets.com/books/1336254717s/13414446.jpg,160193,4.29,0.0075721163,0.022841198,0.13111684,0.35188803,0.4865818
714,12938,The Tragedie of King Lear,William Shakespeare,3.89,147282,3079,https://images.gr-assets.com/books/1331563731m/12938.jpg,https://images.gr-assets.com/books/1331563731s/12938.jpg,147282,3.89,0.01918089,0.07130539,0.2456444,0.3237463,0.34012303
715,12898,Death of a Salesman,Arthur Miller,3.49,147597,3486,https://images.gr-assets.com/books/1469024140m/12898.jpg,https://images.gr-assets.com/books/1469024140s/12898.jpg,147597,3.49,0.045617457,0.13036172,0.31394947,0.31200498,0.19806635
716,531350,The Choice,Nicholas Sparks,3.99,128525,6808,https://images.gr-assets.com/books/1385739133m/531350.jpg,https://images.gr-assets.com/books/1385739133s/531350.jpg,128525,3.99,0.01680607,0.05670492,0.22057188,0.33353046,0.3723867
717,11742691,The Hunger Games: Official Illustrated Movie Companion,Kate Egan,4.51,120075,384,https://images.gr-assets.com/books/1363678804m/11742691.jpg,https://images.gr-assets.com/books/1363678804s/11742691.jpg,120075,4.51,0.016389756,0.018538414,0.084871955,0.20291485,0.677285
718,10975,The Sound and the Fury,William Faulkner,3.86,133331,5485,https://images.gr-assets.com/books/1433089995m/10975.jpg,https://images.gr-assets.com/books/1433089995s/10975.jpg,133331,3.86,0.05043838,0.08136142,0.19516091,0.30685288,0.3661864
719,76334,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,4.02,113457,5862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,113457,4.02,0.038992748,0.06312524,0.17084886,0.2904096,0.43662357
720,2880,BLEACH―ブリーチ―　1,Tite Kubo,4.21,120433,890,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,120433,4.21,0.021954115,0.044672143,0.1576146,0.25370124,0.5220579
721,17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.17,131008,10136,https://images.gr-assets.com/books/1409522492m/17571564.jpg,https://images.gr-assets.com/books/1409522492s/17571564.jpg,131008,4.17,0.032921653,0.041402053,0.13577034,0.30304256,0.4868634
722,9539,The Shadow Rising ,Robert Jordan,4.21,130562,2145,https://images.gr-assets.com/books/1470841890m/9539.jpg,https://images.gr-assets.com/books/1470841890s/9539.jpg,130562,4.21,0.0071230526,0.025482146,0.155834,0.3732173,0.43834347
723,33600,Shantaram,Gregory David Roberts,4.26,111838,10295,https://images.gr-assets.com/books/1333482282m/33600.jpg,https://images.gr-assets.com/books/1333482282s/33600.jpg,111838,4.26,0.019564012,0.03852,0.11961945,0.30495897,0.51733756
724,2233407,From Dead to Worse,Charlaine Harris,4.01,161814,3500,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,161814,4.01,0.0058462187,0.036714993,0.23365717,0.38634482,0.33743683
725,34084,The Waste Lands,"Stephen King, Ned Dameron",4.24,135257,3844,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,135257,4.24,0.0059220595,0.023429472,0.14661717,0.37675685,0.44727445
726,2373,The Bone Collector,Jeffery Deaver,4.18,125250,1785,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,125250,4.18,0.009301397,0.024758482,0.16362475,0.38192415,0.42039123
727,101299,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway",3.73,141705,8529,https://images.gr-assets.com/books/1327936339m/101299.jpg,https://images.gr-assets.com/books/1327936339s/101299.jpg,141705,3.73,0.020994319,0.07749903,0.27947497,0.39328888,0.22874281
728,759611,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",4.19,127162,2731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,127162,4.19,0.017929886,0.04803322,0.17535113,0.2476526,0.5110332
729,77566,Hyperion,Dan Simmons,4.21,130489,5640,https://images.gr-assets.com/books/1405546838m/77566.jpg,https://images.gr-assets.com/books/1405546838s/77566.jpg,130489,4.21,0.017503392,0.042172138,0.14046395,0.31520665,0.4846539
730,5308,The Pearl of the World,John Steinbeck,3.41,145891,6121,https://images.gr-assets.com/books/1437234939m/5308.jpg,https://images.gr-assets.com/books/1437234939s/5308.jpg,145891,3.41,0.060024265,0.12585424,0.3321521,0.31165048,0.17031893
731,179780,The Exorcist,William Peter Blatty,4.14,130575,2850,https://images.gr-assets.com/books/1375168676m/179780.jpg,https://images.gr-assets.com/books/1375168676s/179780.jpg,130575,4.14,0.016932797,0.03735018,0.17468122,0.33291212,0.43812367
732,7937462,The Short Second Life of Bree Tanner,Stephenie Meyer,3.51,159769,9885,https://images.gr-assets.com/books/1274335680m/7937462.jpg,https://images.gr-assets.com/books/1274335680s/7937462.jpg,159769,3.51,0.04577859,0.13342388,0.31814057,0.2730755,0.22958146
733,77142,Snow Falling on Cedars,David Guterson,3.8,136212,3881,https://images.gr-assets.com/books/1479863528m/77142.jpg,https://images.gr-assets.com/books/1479863528s/77142.jpg,136212,3.8,0.018405134,0.06624233,0.26424983,0.39943618,0.25166652
734,546018,Roots,Alex Haley,4.42,122585,2644,https://images.gr-assets.com/books/1329398936m/546018.jpg,https://images.gr-assets.com/books/1329398936s/546018.jpg,122585,4.42,0.006395562,0.015915487,0.105045475,0.29821756,0.57442594
735,96358,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale",4.36,123312,3711,https://images.gr-assets.com/books/1346331835m/96358.jpg,https://images.gr-assets.com/books/1346331835s/96358.jpg,123312,4.36,0.007160698,0.022309264,0.11605521,0.30852634,0.5459485
736,16981,Invisible Man,Ralph Ellison,3.84,127464,4160,https://images.gr-assets.com/books/1352854247m/16981.jpg,https://images.gr-assets.com/books/1352854247s/16981.jpg,127464,3.84,0.03413513,0.0785006,0.22700527,0.3379778,0.32238123
737,43015,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,4.14,121841,9015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,121841,4.14,0.0116873635,0.031196395,0.16461618,0.38544497,0.4070551
738,9822,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,4.13,142350,2718,https://images.gr-assets.com/books/1351191064m/9822.jpg,https://images.gr-assets.com/books/1351191064s/9822.jpg,142350,4.13,0.0113804005,0.033206884,0.18460836,0.35804707,0.41275728
739,39662,Different Seasons,Stephen King,4.34,138206,3148,https://images.gr-assets.com/books/1329662611m/39662.jpg,https://images.gr-assets.com/books/1329662611s/39662.jpg,138206,4.34,0.0031474754,0.016084686,0.12678899,0.34858835,0.5053905
740,114345,The Little House Collection,"Laura Ingalls Wilder, Garth Williams",4.33,128880,2016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,128880,4.33,0.017877094,0.023634389,0.12143855,0.28611887,0.5509311
741,33926,The Girls' Guide to Hunting and Fishing,Melissa Bank,3.29,118017,2809,https://images.gr-assets.com/books/1309210476m/33926.jpg,https://images.gr-assets.com/books/1309210476s/33926.jpg,118017,3.29,0.09396104,0.14284383,0.3179881,0.27128294,0.17392409
742,13453029,Wool Omnibus,Hugh Howey,4.24,121842,11803,https://images.gr-assets.com/books/1349614200m/13453029.jpg,https://images.gr-assets.com/books/1349614200s/13453029.jpg,121842,4.24,0.00947949,0.028873459,0.12947915,0.37947506,0.45269284
743,28881,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,4.26,125861,10411,https://images.gr-assets.com/books/1331419009m/28881.jpg,https://images.gr-assets.com/books/1331419009s/28881.jpg,125861,4.26,0.019005094,0.03637346,0.12854657,0.29478553,0.52128935
744,6708,The Power of Now,Eckhart Tolle,4.1,112730,5376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,112730,4.1,0.030515391,0.054386586,0.1583252,0.29428723,0.46248558
745,12868761,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,3.9,130593,15544,https://images.gr-assets.com/books/1489415716m/12868761.jpg,https://images.gr-assets.com/books/1489415716s/12868761.jpg,130593,3.9,0.039657563,0.07480493,0.1990459,0.32072163,0.36576998
746,127455,The Lies of Locke Lamora,Scott Lynch,4.3,138021,9655,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,138021,4.3,0.017098848,0.031712566,0.10702719,0.32400143,0.52015996
747,518848,Sabriel,Garth Nix,4.17,146144,5652,https://images.gr-assets.com/books/1293655399m/518848.jpg,https://images.gr-assets.com/books/1293655399s/518848.jpg,146144,4.17,0.01991871,0.039666355,0.15304768,0.32717046,0.4601968
748,5161066,Dead and Gone,Charlaine Harris,4.01,156932,4315,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,156932,4.01,0.007098616,0.040877577,0.2312594,0.3780045,0.3427599
749,15753740,The Storyteller,Jodi Picoult,4.26,125264,13923,https://images.gr-assets.com/books/1356328634m/15753740.jpg,https://images.gr-assets.com/books/1356328634s/15753740.jpg,125264,4.26,0.009627666,0.025538065,0.123658836,0.3760378,0.46513763
750,12578077,Obsidian,Jennifer L. Armentrout,4.23,176296,15367,https://images.gr-assets.com/books/1328275091m/12578077.jpg,https://images.gr-assets.com/books/1328275091s/12578077.jpg,176296,4.23,0.02430004,0.039320234,0.13191451,0.28776035,0.51670486
751,8694,"Life, the Universe and Everything",Douglas Adams,4.19,145992,2354,https://images.gr-assets.com/books/1333577589m/8694.jpg,https://images.gr-assets.com/books/1333577589s/8694.jpg,145992,4.19,0.0045002466,0.02613842,0.1757836,0.36335552,0.4302222
752,17167166,Crown of Midnight,Sarah J. Maas,4.49,184381,19450,https://images.gr-assets.com/books/1391580481m/17167166.jpg,https://images.gr-assets.com/books/1391580481s/17167166.jpg,184381,4.49,0.005922519,0.013439563,0.07805034,0.28626052,0.61632705
753,29800,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,4.18,130847,3118,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,130847,4.18,0.028025098,0.037379533,0.14491734,0.31066054,0.47901747
754,6366437,Half Broke Horses: A True Life Novel,Jeannette Walls,4.05,119479,10401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,119479,4.05,0.0068631307,0.031126808,0.19435215,0.44246268,0.32519522
755,386372,Mort,Terry Pratchett,4.22,141887,3081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,141887,4.22,0.0064276503,0.018768456,0.15484153,0.3913255,0.42863688
756,6644117,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,3.92,163118,10506,https://images.gr-assets.com/books/1327877670m/6644117.jpg,https://images.gr-assets.com/books/1327877670s/6644117.jpg,163118,3.92,0.035642907,0.06978384,0.21022817,0.30824924,0.37609583
757,256008,Lonesome Dove,Larry McMurtry,4.47,116430,5343,https://images.gr-assets.com/books/1378573063m/256008.jpg,https://images.gr-assets.com/books/1378573063s/256008.jpg,116430,4.47,0.00927596,0.018715108,0.09178047,0.25359443,0.626634
758,32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.05,128102,10513,https://images.gr-assets.com/books/1347656489m/32145.jpg,https://images.gr-assets.com/books/1347656489s/32145.jpg,128102,4.05,0.015550109,0.040061824,0.18913834,0.38703534,0.3682144
759,8709527,Bloodlines,Richelle Mead,4.22,146134,7698,https://images.gr-assets.com/books/1297199431m/8709527.jpg,https://images.gr-assets.com/books/1297199431s/8709527.jpg,146134,4.22,0.021233937,0.033537712,0.14470965,0.30834714,0.49217156
760,9532,Ender's Shadow,Orson Scott Card,4.3,125744,4587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,125744,4.3,0.005614582,0.022211796,0.12897633,0.35129312,0.4919042
761,6063187,Twenties Girl,Sophie Kinsella,3.82,126192,6023,https://images.gr-assets.com/books/1320544759m/6063187.jpg,https://images.gr-assets.com/books/1320544759s/6063187.jpg,126192,3.82,0.0275691,0.07387949,0.25453278,0.34049702,0.3035216
762,375013,Schindler's Ark,Thomas Keneally,4.34,113156,1605,https://images.gr-assets.com/books/1348163457m/375013.jpg,https://images.gr-assets.com/books/1348163457s/375013.jpg,113156,4.34,0.0108257625,0.020865,0.114116795,0.32682315,0.5273693
